product_id,product_name,category,price,stock_quantity,reorder_level,supplier_id
P03894,Product U3894,Home,403.68,52,46,S0600
P03895,Product V3895,Apparel,515.25,959,21,S0382
P03896,Product W3896,Toys,605.57,491,27,S0459
P03897,Product X3897,Books,56.04,497,39,S0524
P03898,Product Y3898,Electronics,415.52,725,37,S0755
P03899,Product Z3899,Home,592.37,564,32,S0539
P03900,Product A3900,Home,368.59,672,29,S0044
P03901,Product B3901,Electronics,182.19,666,36,S0134
P03902,Product C3902,Books,458.63,756,20,S0051
P03903,Product D3903,Electronics,559.39,421,28,S0695
P03904,Product E3904,Home,482.29,766,45,S0402
P03905,Product F3905,Toys,565.97,187,34,S0622
P03906,Product G3906,Toys,435.44,339,19,S0548
P03907,Product H3907,Apparel,151.41,929,37,S0152
P03908,Product I3908,Home,318.73,490,39,S0574
P03909,Product J3909,Toys,226.37,651,44,S0882
P03910,Product K3910,Apparel,730.5,182,11,S0528
P03911,Product L3911,Electronics,194.32,624,14,S0459
P03912,Product M3912,Toys,516.96,944,29,S0648
P03913,Product N3913,Home,628.34,853,14,S0827
P03914,Product O3914,Home,931.36,755,42,S0534
P03915,Product P3915,Electronics,648.95,940,48,S0204
P03916,Product Q3916,Toys,481.23,787,37,S0381
P03917,Product R3917,Books,894.1,363,41,S0651
P03918,Product S3918,Toys,27.08,284,44,S0488
P03919,Product T3919,Apparel,740.41,357,44,S0711
P03920,Product U3920,Electronics,132.11,597,48,S0858
P03921,Product V3921,Toys,290.33,323,50,S0861
P03922,Product W3922,Electronics,17.66,368,40,S0624
P03923,Product X3923,Electronics,686.1,972,46,S0771
P03924,Product Y3924,Toys,718.53,216,27,S0046
P03925,Product Z3925,Electronics,830.21,449,48,S0527
P03926,Product A3926,Books,577.99,429,37,S0315
P03927,Product B3927,Apparel,423.5,754,13,S0228
P03928,Product C3928,Apparel,425.31,132,21,S0706
P03929,Product D3929,Books,984.02,51,12,S0411
P03930,Product E3930,Books,380.68,688,30,S0830
P03931,Product F3931,Home,25.88,559,50,S0633
P03932,Product G3932,Toys,371.58,120,35,S0487
P03933,Product H3933,Home,262.99,767,20,S0867
P03934,Product I3934,Books,187.83,293,23,S0426
P03935,Product J3935,Electronics,881.84,958,30,S0707
P03936,Product K3936,Home,126.84,924,50,S0341
P03937,Product L3937,Electronics,642.28,454,12,S0008
P03938,Product M3938,Books,598.82,299,21,S0871
P03939,Product N3939,Books,652.91,197,33,S0655
P03940,Product O3940,Toys,15.53,311,15,S0634
P03941,Product P3941,Home,440.42,97,32,S0270
P03942,Product Q3942,Toys,355.8,460,11,S0043
P03943,Product R3943,Apparel,124.51,284,17,S0458
P03944,Product S3944,Electronics,580.51,525,49,S0492
P03945,Product T3945,Toys,467.1,203,28,S0883
P03946,Product U3946,Home,873.0,630,30,S0573
P03947,Product V3947,Books,674.37,751,21,S0251
P03948,Product W3948,Toys,450.15,841,27,S0715
P03949,Product X3949,Apparel,706.96,498,20,S0315
P03950,Product Y3950,Electronics,372.67,742,31,S0542
P03951,Product Z3951,Apparel,558.78,244,46,S0396
P03952,Product A3952,Toys,918.84,816,24,S0796
P03953,Product B3953,Books,707.89,71,50,S0515
P03954,Product C3954,Books,579.08,403,15,S0729
P03955,Product D3955,Toys,594.16,326,10,S0660
P03956,Product E3956,Toys,372.05,579,50,S0791
P03957,Product F3957,Apparel,389.85,834,32,S0006
P03958,Product G3958,Home,515.39,984,14,S0370
P03959,Product H3959,Electronics,707.16,151,46,S0884
P03960,Product I3960,Books,15.51,797,42,S0463
P03961,Product J3961,Electronics,190.65,535,38,S0721
P03962,Product K3962,Apparel,657.13,535,49,S0267
P03963,Product L3963,Apparel,820.47,337,44,S0618
P03964,Product M3964,Toys,746.15,637,24,S0318
P03965,Product N3965,Toys,981.33,488,13,S0862
P03966,Product O3966,Toys,316.31,180,38,S0674
P03967,Product P3967,Books,755.04,55,22,S0396
P03968,Product Q3968,Toys,155.74,223,47,S0797
P03969,Product R3969,Toys,49.42,434,10,S0341
P03970,Product S3970,Electronics,791.48,275,49,S0231
P03971,Product T3971,Toys,829.11,216,15,S0880
P03972,Product U3972,Toys,395.65,981,38,S0162
P03973,Product V3973,Apparel,21.78,421,20,S0087
P03974,Product W3974,Toys,718.19,628,28,S0640
P03975,Product X3975,Toys,790.49,330,42,S0386
P03976,Product Y3976,Apparel,105.76,849,41,S0042
P03977,Product Z3977,Home,395.12,523,19,S0252
P03978,Product A3978,Home,96.81,683,35,S0045
P03979,Product B3979,Home,196.25,363,45,S0066
P03980,Product C3980,Apparel,922.89,664,33,S0019
P03981,Product D3981,Home,341.06,849,41,S0207
P03982,Product E3982,Books,960.74,717,27,S0470
P03983,Product F3983,Apparel,489.36,245,14,S0099
P03984,Product G3984,Home,692.33,730,31,S0389
P03985,Product H3985,Books,730.39,733,11,S0711
P03986,Product I3986,Electronics,514.57,954,30,S0294
P03987,Product J3987,Electronics,273.69,74,39,S0424
P03988,Product K3988,Toys,557.33,899,10,S0236
P03989,Product L3989,Home,321.67,282,38,S0004
P03990,Product M3990,Electronics,626.45,992,35,S0183
P03991,Product N3991,Apparel,564.33,332,37,S0084
P03992,Product O3992,Electronics,489.99,800,12,S0529
P03993,Product P3993,Books,384.21,419,38,S0229
P03994,Product Q3994,Books,679.08,786,17,S0214
P03995,Product R3995,Toys,56.57,352,19,S0705
P03996,Product S3996,Electronics,357.2,529,26,S0357
P03997,Product T3997,Electronics,583.99,716,40,S0437
P03998,Product U3998,Home,504.14,774,50,S0375
P03999,Product V3999,Apparel,332.8,922,16,S0592
P04000,Product W4000,Electronics,162.16,803,44,S0525
P04001,Product X4001,Toys,759.02,95,45,S0515
P04002,Product Y4002,Home,807.29,241,36,S0210
P04003,Product Z4003,Books,146.59,364,25,S0126
P04004,Product A4004,Toys,915.05,778,29,S0635
P04005,Product B4005,Electronics,212.62,304,25,S0330
P04006,Product C4006,Apparel,313.25,740,38,S0153
P04007,Product D4007,Home,566.67,121,30,S0453
P04008,Product E4008,Apparel,761.91,778,30,S0394
P04009,Product F4009,Electronics,942.41,492,40,S0825
P04010,Product G4010,Toys,607.61,199,11,S0566
P04011,Product H4011,Toys,697.27,133,34,S0083
P04012,Product I4012,Books,916.58,65,15,S0596
P04013,Product J4013,Toys,126.34,976,39,S0466
P04014,Product K4014,Electronics,247.06,504,13,S0411
P04015,Product L4015,Apparel,21.03,844,39,S0249
P04016,Product M4016,Home,757.64,890,30,S0361
P04017,Product N4017,Apparel,543.51,405,39,S0216
P04018,Product O4018,Home,398.3,364,21,S0234
P04019,Product P4019,Apparel,811.35,88,24,S0561
P04020,Product Q4020,Toys,535.09,695,41,S0162
P04021,Product R4021,Home,191.81,104,34,S0417
P04022,Product S4022,Toys,812.51,853,39,S0173
P04023,Product T4023,Home,185.16,259,23,S0372
P04024,Product U4024,Home,590.2,179,28,S0312
P04025,Product V4025,Books,207.42,192,31,S0539
P04026,Product W4026,Books,848.18,844,33,S0355
P04027,Product X4027,Toys,314.44,705,13,S0884
P04028,Product Y4028,Toys,883.61,539,38,S0041
P04029,Product Z4029,Books,464.5,629,32,S0059
P04030,Product A4030,Books,150.11,730,37,S0840
P04031,Product B4031,Toys,604.01,204,14,S0737
P04032,Product C4032,Books,85.2,625,10,S0222
P04033,Product D4033,Toys,112.04,601,50,S0329
P04034,Product E4034,Toys,334.38,787,30,S0728
P04035,Product F4035,Books,772.92,715,11,S0115
P04036,Product G4036,Electronics,669.94,711,49,S0410
P04037,Product H4037,Toys,920.72,89,43,S0503
P04038,Product I4038,Electronics,621.71,793,39,S0405
P04039,Product J4039,Toys,676.24,652,11,S0850
P04040,Product K4040,Home,438.59,546,28,S0229
P04041,Product L4041,Electronics,353.14,493,43,S0112
P04042,Product M4042,Apparel,984.23,828,16,S0428
P04043,Product N4043,Apparel,146.06,538,18,S0553
P04044,Product O4044,Home,896.91,618,40,S0175
P04045,Product P4045,Electronics,394.05,541,24,S0022
P04046,Product Q4046,Apparel,214.51,958,45,S0279
P04047,Product R4047,Books,176.93,302,25,S0821
P04048,Product S4048,Toys,536.16,492,46,S0216
P04049,Product T4049,Toys,162.83,233,45,S0374
P04050,Product U4050,Books,951.35,571,38,S0879
P04051,Product V4051,Toys,915.34,510,23,S0822
P04052,Product W4052,Toys,365.51,297,48,S0213
P04053,Product X4053,Apparel,21.04,498,13,S0334
P04054,Product Y4054,Home,34.69,642,24,S0457
P04055,Product Z4055,Toys,603.98,993,13,S0559
P04056,Product A4056,Home,433.93,806,36,S0715
P04057,Product B4057,Home,966.04,260,16,S0307
P04058,Product C4058,Home,396.69,667,22,S0283
P04059,Product D4059,Toys,279.1,286,13,S0485
P04060,Product E4060,Books,743.29,395,27,S0207
P04061,Product F4061,Home,6.07,956,21,S0668
P04062,Product G4062,Books,591.16,95,44,S0666
P04063,Product H4063,Toys,635.41,708,20,S0333
P04064,Product I4064,Electronics,323.07,711,24,S0812
P04065,Product J4065,Books,271.1,520,20,S0726
P04066,Product K4066,Books,104.53,469,39,S0048
P04067,Product L4067,Home,865.34,52,50,S0208
P04068,Product M4068,Toys,15.94,648,24,S0374
P04069,Product N4069,Toys,924.62,837,15,S0381
P04070,Product O4070,Apparel,573.35,220,28,S0127
P04071,Product P4071,Apparel,564.62,668,34,S0832
P04072,Product Q4072,Apparel,71.68,197,20,S0137
P04073,Product R4073,Electronics,484.02,666,21,S0641
P04074,Product S4074,Home,221.63,913,47,S0454
P04075,Product T4075,Toys,292.81,716,15,S0243
P04076,Product U4076,Toys,892.63,316,41,S0253
P04077,Product V4077,Toys,209.7,780,46,S0731
P04078,Product W4078,Electronics,150.63,261,31,S0246
P04079,Product X4079,Home,452.4,500,37,S0136
P04080,Product Y4080,Apparel,754.31,883,15,S0164
P04081,Product Z4081,Home,19.64,123,49,S0134
P04082,Product A4082,Toys,94.69,423,47,S0369
P04083,Product B4083,Books,311.57,412,39,S0098
P04084,Product C4084,Apparel,804.36,903,49,S0284
P04085,Product D4085,Apparel,14.47,443,25,S0474
P04086,Product E4086,Books,252.99,913,16,S0549
P04087,Product F4087,Electronics,202.64,50,37,S0756
P04088,Product G4088,Home,320.65,238,16,S0168
P04089,Product H4089,Toys,8.84,653,35,S0726
P04090,Product I4090,Toys,796.25,808,49,S0682
P04091,Product J4091,Toys,369.07,516,16,S0783
P04092,Product K4092,Home,241.93,988,16,S0851
P04093,Product L4093,Home,697.88,317,29,S0258
P04094,Product M4094,Toys,926.58,595,29,S0235
P04095,Product N4095,Home,281.14,433,21,S0737
P04096,Product O4096,Apparel,267.78,388,38,S0446
P04097,Product P4097,Apparel,377.47,751,25,S0445
P04098,Product Q4098,Apparel,288.57,132,20,S0332
P04099,Product R4099,Books,550.66,639,29,S0655
P04100,Product S4100,Home,541.61,579,35,S0880
P04101,Product T4101,Electronics,777.32,994,32,S0298
P04102,Product U4102,Books,813.61,211,46,S0407
P04103,Product V4103,Apparel,173.61,207,34,S0559
P04104,Product W4104,Electronics,820.96,886,21,S0379
P04105,Product X4105,Apparel,725.69,192,48,S0240
P04106,Product Y4106,Electronics,176.81,937,45,S0801
P04107,Product Z4107,Books,574.72,625,44,S0112
P04108,Product A4108,Electronics,164.72,352,37,S0148
P04109,Product B4109,Apparel,913.15,565,44,S0283
P04110,Product C4110,Apparel,757.26,370,28,S0831
P04111,Product D4111,Home,664.48,769,19,S0094
P04112,Product E4112,Home,444.03,284,40,S0724
P04113,Product F4113,Electronics,116.17,249,33,S0134
P04114,Product G4114,Toys,731.97,438,28,S0375
P04115,Product H4115,Apparel,883.88,671,23,S0318
P04116,Product I4116,Home,736.85,831,11,S0414
P04117,Product J4117,Books,171.78,333,22,S0648
P04118,Product K4118,Electronics,568.81,97,22,S0875
P04119,Product L4119,Electronics,784.16,491,32,S0771
P04120,Product M4120,Toys,385.23,523,47,S0488
P04121,Product N4121,Toys,844.32,1000,12,S0890
P04122,Product O4122,Apparel,465.89,197,22,S0228
P04123,Product P4123,Toys,245.34,742,33,S0390
P04124,Product Q4124,Apparel,142.95,592,26,S0385
P04125,Product R4125,Home,411.17,746,37,S0558
P04126,Product S4126,Apparel,353.31,447,42,S0375
P04127,Product T4127,Electronics,537.7,959,16,S0810
P04128,Product U4128,Books,739.82,299,28,S0410
P04129,Product V4129,Electronics,22.16,54,42,S0341
P04130,Product W4130,Apparel,298.97,883,17,S0541
P04131,Product X4131,Electronics,658.24,941,16,S0200
P04132,Product Y4132,Books,749.14,337,46,S0075
P04133,Product Z4133,Electronics,152.2,691,40,S0615
P04134,Product A4134,Electronics,433.42,620,18,S0344
P04135,Product B4135,Toys,689.52,891,15,S0033
P04136,Product C4136,Electronics,105.79,729,28,S0003
P04137,Product D4137,Apparel,832.77,718,33,S0147
P04138,Product E4138,Electronics,344.12,728,28,S0063
P04139,Product F4139,Toys,880.28,61,46,S0561
P04140,Product G4140,Toys,58.43,143,14,S0785
P04141,Product H4141,Toys,853.04,537,30,S0877
P04142,Product I4142,Home,359.26,734,31,S0303
P04143,Product J4143,Books,332.28,81,44,S0594
P04144,Product K4144,Home,733.49,856,48,S0011
P04145,Product L4145,Electronics,533.5,555,15,S0795
P04146,Product M4146,Electronics,895.24,119,39,S0562
P04147,Product N4147,Apparel,299.68,608,30,S0297
P04148,Product O4148,Electronics,416.18,323,33,S0334
P04149,Product P4149,Apparel,404.56,86,35,S0839
P04150,Product Q4150,Books,416.27,172,11,S0754
P04151,Product R4151,Home,11.65,539,18,S0043
P04152,Product S4152,Apparel,745.49,560,49,S0470
P04153,Product T4153,Toys,96.14,890,35,S0794
P04154,Product U4154,Apparel,99.99,329,16,S0352
P04155,Product V4155,Home,603.46,523,31,S0704
P04156,Product W4156,Apparel,31.74,983,25,S0321
P04157,Product X4157,Books,129.43,941,23,S0111
P04158,Product Y4158,Apparel,955.89,247,24,S0559
P04159,Product Z4159,Books,524.03,389,22,S0883
P04160,Product A4160,Books,610.44,165,33,S0511
P04161,Product B4161,Apparel,236.51,801,21,S0109
P04162,Product C4162,Books,994.49,445,14,S0478
P04163,Product D4163,Electronics,314.1,228,37,S0089
P04164,Product E4164,Electronics,90.62,846,39,S0842
P04165,Product F4165,Apparel,754.18,719,24,S0517
P04166,Product G4166,Electronics,524.82,936,32,S0579
P04167,Product H4167,Electronics,164.53,327,35,S0572
P04168,Product I4168,Toys,977.76,665,15,S0158
P04169,Product J4169,Apparel,857.25,925,42,S0823
P04170,Product K4170,Apparel,884.55,334,44,S0818
P04171,Product L4171,Books,896.59,967,31,S0567
P04172,Product M4172,Books,507.32,800,11,S0673
P04173,Product N4173,Electronics,847.42,392,34,S0480
P04174,Product O4174,Toys,641.44,803,27,S0824
P04175,Product P4175,Electronics,632.42,267,17,S0785
P04176,Product Q4176,Electronics,889.22,108,46,S0154
P04177,Product R4177,Home,75.01,687,13,S0404
P04178,Product S4178,Toys,779.53,800,15,S0036
P04179,Product T4179,Apparel,408.16,327,30,S0678
P04180,Product U4180,Books,369.82,94,49,S0657
P04181,Product V4181,Apparel,987.59,290,38,S0620
P04182,Product W4182,Electronics,985.96,884,45,S0205
P04183,Product X4183,Electronics,60.89,970,37,S0198
P04184,Product Y4184,Books,256.99,547,48,S0612
P04185,Product Z4185,Toys,763.0,956,45,S0049
P04186,Product A4186,Home,484.45,755,18,S0676
P04187,Product B4187,Books,326.52,912,49,S0253
P04188,Product C4188,Apparel,359.11,784,48,S0487
P04189,Product D4189,Books,553.26,869,10,S0012
P04190,Product E4190,Books,324.89,561,23,S0568
P04191,Product F4191,Electronics,871.13,931,35,S0496
P04192,Product G4192,Books,464.72,863,12,S0257
P04193,Product H4193,Books,742.7,580,37,S0459
P04194,Product I4194,Toys,151.05,892,10,S0537
P04195,Product J4195,Books,496.89,748,28,S0528
P04196,Product K4196,Electronics,78.76,506,46,S0708
P04197,Product L4197,Electronics,689.06,739,21,S0050
P04198,Product M4198,Books,472.75,639,21,S0007
P04199,Product N4199,Apparel,239.98,496,45,S0189
P04200,Product O4200,Home,931.63,485,11,S0015
P04201,Product P4201,Electronics,817.01,693,43,S0376
P04202,Product Q4202,Electronics,547.44,993,44,S0016
P04203,Product R4203,Books,841.28,903,12,S0888
P04204,Product S4204,Home,832.63,419,33,S0173
P04205,Product T4205,Electronics,640.96,716,38,S0139
P04206,Product U4206,Toys,69.42,238,18,S0211
P04207,Product V4207,Books,344.68,845,22,S0737
P04208,Product W4208,Books,180.84,533,20,S0869
P04209,Product X4209,Electronics,294.87,51,37,S0498
P04210,Product Y4210,Home,714.4,632,47,S0798
P04211,Product Z4211,Books,27.11,448,12,S0414
P04212,Product A4212,Apparel,265.81,894,32,S0532
P04213,Product B4213,Home,186.83,924,36,S0821
P04214,Product C4214,Apparel,420.56,440,41,S0211
P04215,Product D4215,Home,155.99,329,49,S0277
P04216,Product E4216,Home,458.69,159,42,S0330
P04217,Product F4217,Electronics,623.16,786,43,S0718
P04218,Product G4218,Apparel,439.11,335,20,S0688
P04219,Product H4219,Home,858.71,475,40,S0708
P04220,Product I4220,Books,621.21,680,14,S0599
P04221,Product J4221,Home,50.08,230,32,S0101
P04222,Product K4222,Books,429.78,516,28,S0802
P04223,Product L4223,Books,278.66,335,26,S0450
P04224,Product M4224,Apparel,103.15,571,49,S0167
P04225,Product N4225,Toys,220.69,357,20,S0015
P04226,Product O4226,Books,598.51,802,46,S0005
P04227,Product P4227,Toys,563.84,846,19,S0286
P04228,Product Q4228,Books,676.22,887,47,S0170
P04229,Product R4229,Home,299.66,524,31,S0711
P04230,Product S4230,Books,615.69,204,23,S0663
P04231,Product T4231,Books,527.14,275,23,S0750
P04232,Product U4232,Books,430.08,924,48,S0374
P04233,Product V4233,Electronics,544.45,936,46,S0289
P04234,Product W4234,Home,692.68,316,15,S0889
P04235,Product X4235,Electronics,947.72,695,36,S0268
P04236,Product Y4236,Electronics,211.96,921,43,S0421
P04237,Product Z4237,Home,684.21,270,13,S0379
P04238,Product A4238,Home,607.27,834,49,S0871
P04239,Product B4239,Apparel,855.1,862,34,S0711
P04240,Product C4240,Toys,100.08,437,47,S0500
P04241,Product D4241,Books,162.43,659,12,S0108
P04242,Product E4242,Home,755.51,127,24,S0314
P04243,Product F4243,Toys,823.72,960,36,S0861
P04244,Product G4244,Home,105.29,797,49,S0050
P04245,Product H4245,Books,621.86,878,17,S0618
P04246,Product I4246,Toys,525.4,699,18,S0102
P04247,Product J4247,Toys,146.74,802,45,S0477
P04248,Product K4248,Toys,445.31,165,37,S0750
P04249,Product L4249,Toys,802.69,640,15,S0171
P04250,Product M4250,Electronics,722.12,896,21,S0168
P04251,Product N4251,Books,45.26,641,20,S0377
P04252,Product O4252,Books,634.46,972,44,S0484
P04253,Product P4253,Toys,26.58,894,41,S0105
P04254,Product Q4254,Toys,756.91,337,49,S0411
P04255,Product R4255,Books,994.64,849,43,S0037
P04256,Product S4256,Electronics,527.03,809,18,S0319
P04257,Product T4257,Electronics,56.41,761,21,S0349
P04258,Product U4258,Electronics,236.9,326,27,S0211
P04259,Product V4259,Apparel,165.81,234,11,S0081
P04260,Product W4260,Books,458.0,453,34,S0361
P04261,Product X4261,Apparel,236.96,910,30,S0339
P04262,Product Y4262,Books,680.75,931,18,S0121
P04263,Product Z4263,Electronics,322.3,932,36,S0846
P04264,Product A4264,Toys,551.34,110,15,S0589
P04265,Product B4265,Toys,971.91,586,12,S0124
P04266,Product C4266,Books,638.33,216,49,S0393
P04267,Product D4267,Electronics,512.52,491,29,S0334
P04268,Product E4268,Electronics,469.28,305,32,S0176
P04269,Product F4269,Home,578.74,268,12,S0255
P04270,Product G4270,Home,186.09,861,37,S0181
P04271,Product H4271,Toys,858.61,970,44,S0117
P04272,Product I4272,Apparel,898.57,381,47,S0222
P04273,Product J4273,Apparel,356.99,526,17,S0814
P04274,Product K4274,Apparel,59.8,113,45,S0319
P04275,Product L4275,Toys,911.04,309,48,S0510
P04276,Product M4276,Books,309.12,514,16,S0071
P04277,Product N4277,Books,307.79,170,15,S0078
P04278,Product O4278,Apparel,160.13,172,32,S0329
P04279,Product P4279,Toys,813.27,70,43,S0315
P04280,Product Q4280,Electronics,208.16,951,15,S0369
P04281,Product R4281,Home,164.95,762,20,S0474
P04282,Product S4282,Toys,845.99,149,22,S0168
P04283,Product T4283,Books,126.32,838,25,S0704
P04284,Product U4284,Electronics,609.99,340,31,S0694
P04285,Product V4285,Apparel,331.14,54,22,S0149
P04286,Product W4286,Home,715.09,426,44,S0432
P04287,Product X4287,Home,602.33,724,29,S0549
P04288,Product Y4288,Toys,161.18,255,39,S0298
P04289,Product Z4289,Apparel,312.3,547,14,S0548
P04290,Product A4290,Apparel,225.93,330,37,S0630
P04291,Product B4291,Home,355.34,177,25,S0793
P04292,Product C4292,Electronics,150.66,512,16,S0218
P04293,Product D4293,Toys,7.76,138,15,S0132
P04294,Product E4294,Toys,326.68,100,23,S0549
P04295,Product F4295,Toys,693.98,989,20,S0121
P04296,Product G4296,Electronics,652.94,73,28,S0804
P04297,Product H4297,Electronics,34.15,616,22,S0736
P04298,Product I4298,Toys,172.87,699,42,S0729
P04299,Product J4299,Apparel,597.18,444,23,S0031
P04300,Product K4300,Electronics,665.41,555,47,S0092
P04301,Product L4301,Books,661.89,474,37,S0335
P04302,Product M4302,Apparel,517.58,670,38,S0118
P04303,Product N4303,Toys,864.15,993,22,S0223
P04304,Product O4304,Electronics,251.23,919,14,S0270
P04305,Product P4305,Toys,518.85,52,18,S0407
P04306,Product Q4306,Electronics,160.32,432,30,S0270
P04307,Product R4307,Apparel,535.65,185,38,S0136
P04308,Product S4308,Apparel,951.12,103,49,S0155
P04309,Product T4309,Books,827.55,850,36,S0309
P04310,Product U4310,Apparel,966.15,717,30,S0847
P04311,Product V4311,Toys,876.07,306,40,S0009
P04312,Product W4312,Books,141.89,652,49,S0600
P04313,Product X4313,Toys,103.91,730,33,S0466
P04314,Product Y4314,Home,930.3,579,43,S0690
P04315,Product Z4315,Books,217.15,118,49,S0781
P04316,Product A4316,Electronics,836.48,404,14,S0446
P04317,Product B4317,Home,497.49,222,25,S0226
P04318,Product C4318,Toys,433.25,177,32,S0829
P04319,Product D4319,Books,390.85,311,34,S0446
P04320,Product E4320,Home,40.15,618,32,S0458
P04321,Product F4321,Books,810.46,815,39,S0103
P04322,Product G4322,Home,644.86,710,38,S0022
P04323,Product H4323,Apparel,743.84,763,14,S0724
P04324,Product I4324,Apparel,659.92,281,19,S0578
P04325,Product J4325,Home,636.42,402,31,S0553
P04326,Product K4326,Books,227.12,996,23,S0006
P04327,Product L4327,Apparel,191.78,550,20,S0061
P04328,Product M4328,Books,608.52,846,39,S0503
P04329,Product N4329,Toys,704.65,923,11,S0326
P04330,Product O4330,Home,206.41,1000,14,S0295
P04331,Product P4331,Toys,657.97,375,43,S0607
P04332,Product Q4332,Toys,109.51,644,35,S0760
P04333,Product R4333,Electronics,260.2,626,34,S0228
P04334,Product S4334,Electronics,437.47,412,36,S0074
P04335,Product T4335,Books,23.0,180,34,S0202
P04336,Product U4336,Books,72.48,611,20,S0545
P04337,Product V4337,Home,269.3,776,50,S0236
P04338,Product W4338,Electronics,586.03,996,45,S0793
P04339,Product X4339,Books,624.43,402,41,S0687
P04340,Product Y4340,Home,95.78,255,10,S0512
P04341,Product Z4341,Toys,489.16,305,11,S0840
P04342,Product A4342,Electronics,615.39,72,15,S0681
P04343,Product B4343,Electronics,403.62,140,31,S0799
P04344,Product C4344,Books,915.52,334,37,S0255
P04345,Product D4345,Apparel,202.79,201,47,S0098
P04346,Product E4346,Toys,785.5,825,17,S0805
P04347,Product F4347,Books,176.34,576,23,S0623
P04348,Product G4348,Apparel,656.19,855,39,S0120
P04349,Product H4349,Books,553.57,191,25,S0709
P04350,Product I4350,Home,537.89,421,12,S0292
P04351,Product J4351,Apparel,520.12,511,18,S0886
P04352,Product K4352,Books,143.35,500,14,S0117
P04353,Product L4353,Toys,954.0,902,12,S0363
P04354,Product M4354,Books,582.17,82,44,S0243
P04355,Product N4355,Books,536.23,879,41,S0049
P04356,Product O4356,Apparel,608.57,890,18,S0338
P04357,Product P4357,Toys,868.58,670,34,S0032
P04358,Product Q4358,Apparel,240.3,990,23,S0851
P04359,Product R4359,Electronics,260.09,729,11,S0512
P04360,Product S4360,Toys,23.43,804,18,S0023
P04361,Product T4361,Electronics,766.54,897,44,S0436
P04362,Product U4362,Electronics,694.52,814,21,S0062
P04363,Product V4363,Books,161.67,725,21,S0465
P04364,Product W4364,Books,353.44,58,12,S0684
P04365,Product X4365,Home,690.44,839,12,S0309
P04366,Product Y4366,Apparel,979.55,437,29,S0417
P04367,Product Z4367,Toys,420.07,401,25,S0405
P04368,Product A4368,Toys,71.0,808,10,S0415
P04369,Product B4369,Toys,539.26,443,48,S0422
P04370,Product C4370,Apparel,761.98,240,19,S0490
P04371,Product D4371,Apparel,869.37,173,47,S0450
P04372,Product E4372,Electronics,146.54,188,27,S0041
P04373,Product F4373,Books,487.92,319,45,S0328
P04374,Product G4374,Apparel,212.71,175,22,S0863
P04375,Product H4375,Electronics,712.28,939,18,S0188
P04376,Product I4376,Apparel,211.37,731,44,S0887
P04377,Product J4377,Home,633.17,557,19,S0827
P04378,Product K4378,Home,406.14,735,33,S0098
P04379,Product L4379,Books,541.91,199,36,S0278
P04380,Product M4380,Apparel,934.58,376,17,S0684
P04381,Product N4381,Toys,603.65,539,21,S0070
P04382,Product O4382,Books,637.14,940,22,S0381
P04383,Product P4383,Electronics,846.38,793,30,S0606
P04384,Product Q4384,Toys,54.99,623,19,S0496
P04385,Product R4385,Home,460.62,742,31,S0061
P04386,Product S4386,Toys,925.59,83,36,S0003
P04387,Product T4387,Home,798.71,717,45,S0825
P04388,Product U4388,Toys,515.04,114,12,S0222
P04389,Product V4389,Home,508.72,643,30,S0389
P04390,Product W4390,Apparel,234.63,134,25,S0218
P04391,Product X4391,Home,419.49,106,22,S0847
P04392,Product Y4392,Electronics,998.0,283,15,S0596
P04393,Product Z4393,Books,66.44,723,35,S0885
P04394,Product A4394,Apparel,298.89,833,36,S0641
P04395,Product B4395,Home,356.29,905,42,S0151
P04396,Product C4396,Apparel,250.82,630,12,S0643
P04397,Product D4397,Books,655.31,357,38,S0855
P04398,Product E4398,Apparel,240.13,168,43,S0412
P04399,Product F4399,Books,679.38,881,11,S0784
P04400,Product G4400,Toys,582.94,244,11,S0328
P04401,Product H4401,Books,816.52,513,49,S0144
P04402,Product I4402,Electronics,654.81,369,31,S0712
P04403,Product J4403,Electronics,816.13,248,48,S0671
P04404,Product K4404,Toys,344.98,831,42,S0825
P04405,Product L4405,Toys,942.66,640,39,S0764
P04406,Product M4406,Books,518.67,200,18,S0116
P04407,Product N4407,Electronics,354.34,813,24,S0600
P04408,Product O4408,Apparel,330.31,190,42,S0884
P04409,Product P4409,Toys,925.67,829,14,S0503
P04410,Product Q4410,Books,983.76,88,36,S0874
P04411,Product R4411,Books,198.76,781,31,S0389
P04412,Product S4412,Home,734.08,543,50,S0643
P04413,Product T4413,Home,849.89,440,32,S0721
P04414,Product U4414,Books,449.48,593,44,S0654
P04415,Product V4415,Toys,848.48,362,34,S0737
P04416,Product W4416,Toys,332.54,965,11,S0064
P04417,Product X4417,Apparel,45.99,278,13,S0727
P04418,Product Y4418,Home,353.17,768,27,S0156
P04419,Product Z4419,Home,65.99,425,13,S0342
P04420,Product A4420,Home,826.98,999,21,S0368
P04421,Product B4421,Home,409.37,139,27,S0556
P04422,Product C4422,Toys,697.13,827,37,S0643
P04423,Product D4423,Books,477.69,789,20,S0161
P04424,Product E4424,Toys,791.25,970,47,S0041
P04425,Product F4425,Books,172.76,329,34,S0653
P04426,Product G4426,Home,720.84,411,28,S0458
P04427,Product H4427,Apparel,269.54,611,44,S0686
P04428,Product I4428,Home,410.7,905,39,S0521
